"Station Name","MAC Address","Org Name","Start Date","Start Time Zone","End Date","End Time Zone","Transaction Date (Pacific Time)","Total Duration (hh:mm:ss)","Charging Time (hh:mm:ss)","Energy (kWh)","GHG Savings (kg)","Gasoline Savings (gallons)","Port Type","Port Number","Plug Type","EVSE ID","Address 1","Address 2",City,State/Province,"Postal Code",Country,Latitude,Longitude,Currency,Fee,"Ended By","Plug In Event Id","Driver Postal Code","User ID","Start SOC","End SOC",County,"System S/N","Model Number"
"CALPOLY / GRAND EV2",0024:B100:0002:2010,"California Polytechnic State University","2020-02-26 06:03:47",PST,"2020-02-26 08:49:29",PST,"2020-02-26 08:50:32",02:45:42,01:58:24,6.072,2.550,0.762,"Level 2",2,J1772,119343,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298370,-120.657578,USD,0.670,"Plug Out at Vehicle",1582725819,93432,1297621,,,"San Luis Obispo County",150541000428,CT4020-HD-GW
"CALPOLY / LOT H2 EV3",0024:B100:0002:1280,"California Polytechnic State University","2020-02-26 06:12:28",PST,"2020-02-26 08:10:33",PST,"2020-02-26 08:11:17",01:58:05,01:57:06,6.316,2.653,0.793,"Level 2",2,J1772,115119,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302551,-120.663490,USD,0.690,"Plug Out at Vehicle",5400,93437,20753051,,,"San Luis Obispo County",142641005445,CT4025-HD-GW
"CALPOLY / GRAND EV1",0024:B100:0002:1EFF,"California Polytechnic State University","2020-02-26 06:25:23",PST,"2020-02-26 07:20:00",PST,"2020-02-26 07:20:42",00:54:36,00:54:27,6.415,2.694,0.805,"Level 2",2,J1772,118615,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298355,-120.657600,USD,0.710,"Plug Out at Vehicle",1582727117,93405,20901711,,,"San Luis Obispo County",150241000125,CT4020-HD
"CALPOLY / LOT H2 EV4",0024:B100:0002:1302,"California Polytechnic State University","2020-02-26 04:35:47",PST,"2020-02-26 06:27:06",PST,"2020-02-26 06:27:48",01:51:22,01:51:11,4.852,2.038,0.609,"Level 2",2,J1772,116201,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302479,-120.663467,USD,0.530,"Plug Out at Vehicle",6006,93402,710899,,,"San Luis Obispo County",142741005561,CT4025-HD
"CALPOLY / GRAND EV2",0024:B100:0002:2010,"California Polytechnic State University","2020-02-26 02:40:42",PST,"2020-02-26 05:41:01",PST,"2020-02-26 05:41:43",03:00:19,02:21:57,8.066,3.388,1.012,"Level 2",2,J1772,119343,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298370,-120.657578,USD,0.890,"Plug Out at Vehicle",5541,93405,648859,,,"San Luis Obispo County",150541000428,CT4020-HD-GW
"CALPOLY / LOT H2 EV3",0024:B100:0002:1280,"California Polytechnic State University","2020-02-25 19:27:51",PST,"2020-02-25 23:48:10",PST,"2020-02-25 23:49:23",04:20:18,00:33:00,3.725,1.564,0.467,"Level 2",1,J1772,115119,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302551,-120.663490,USD,2.440,"Plug Out at Vehicle",5399,92009,1782891,,,"San Luis Obispo County",142641005445,CT4025-HD-GW
"CALPOLY / LOT H2 EV2",0024:B100:0002:12F1,"California Polytechnic State University","2020-02-25 18:51:39",PST,"2020-02-25 22:05:24",PST,"2020-02-25 22:06:53",03:13:45,01:03:53,3.782,1.588,0.475,"Level 2",2,J1772,116197,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302597,-120.663498,USD,0.420,"Plug Out at Vehicle",4550,93401,21207751,,,"San Luis Obispo County",142741005544,CT4025-HD
"CALPOLY / LOT H2 EV4",0024:B100:0002:1302,"California Polytechnic State University","2020-02-25 18:26:47",PST,"2020-02-25 21:53:26",PST,"2020-02-25 21:54:08",03:26:39,02:21:41,8.405,3.530,1.055,"Level 2",2,J1772,116201,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302479,-120.663467,USD,0.920,"Plug Out at Vehicle",6005,93407,19697591,,,"San Luis Obispo County",142741005561,CT4025-HD
"CALPOLY / LOT H2 EV2",0024:B100:0002:12F1,"California Polytechnic State University","2020-02-25 17:33:13",PST,"2020-02-25 21:02:00",PST,"2020-02-25 21:02:43",03:28:50,03:28:40,24.630,10.345,3.091,"Level 2",1,J1772,116197,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302597,-120.663498,USD,2.710,"Plug Out at Vehicle",4548,93401,1880891,,,"San Luis Obispo County",142741005544,CT4025-HD
"CALPOLY / LOT H2 EV1",0024:B100:0002:2342,"California Polytechnic State University","2020-02-25 18:02:01",PST,"2020-02-25 20:06:08",PST,"2020-02-25 20:06:52",02:04:07,01:48:05,5.264,2.211,0.661,"Level 2",2,J1772,116199,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302666,-120.663521,USD,0.580,"Plug Out at Vehicle",1582682515,90250,20403011,,,"San Luis Obispo County",151241001192,CT4025-HD
"CALPOLY / LOT H2 EV4",0024:B100:0002:1302,"California Polytechnic State University","2020-02-25 16:39:23",PST,"2020-02-25 19:05:59",PST,"2020-02-25 19:08:12",02:26:36,00:56:29,5.262,2.210,0.660,"Level 2",1,J1772,116201,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302479,-120.663467,USD,0.580,"Plug Out at Vehicle",6004,93422,20519581,,,"San Luis Obispo County",142741005561,CT4025-HD
"CALPOLY / LOT H2 EV3",0024:B100:0002:1280,"California Polytechnic State University","2020-02-25 17:57:43",PST,"2020-02-25 18:59:24",PST,"2020-02-25 19:00:37",01:01:41,01:00:45,6.513,2.736,0.817,"Level 2",2,J1772,115119,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302551,-120.663490,USD,0.720,"Plug Out at Vehicle",5398,94539,4334541,,,"San Luis Obispo County",142641005445,CT4025-HD-GW
"CALPOLY / LOT H2 EV2",0024:B100:0002:12F1,"California Polytechnic State University","2020-02-25 18:37:12",PST,"2020-02-25 18:46:25",PST,"2020-02-25 18:48:18",00:09:12,00:09:01,1.032,0.433,0.129,"Level 2",2,J1772,116197,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302597,-120.663498,USD,0.110,"Plug Out at Vehicle",4549,92677,20170031,,,"San Luis Obispo County",142741005544,CT4025-HD
"CALPOLY / LOT H2 EV2",0024:B100:0002:12F1,"California Polytechnic State University","2020-02-25 15:03:39",PST,"2020-02-25 18:08:30",PST,"2020-02-25 18:09:24",03:04:51,02:36:51,9.602,4.033,1.205,"Level 2",2,J1772,116197,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302597,-120.663498,USD,1.060,"Plug Out at Vehicle",4547,98053,20203691,,,"San Luis Obispo County",142741005544,CT4025-HD
"CALPOLY / LOT H2 EV3",0024:B100:0002:1280,"California Polytechnic State University","2020-02-25 14:44:12",PST,"2020-02-25 18:05:24",PST,"2020-02-25 18:06:05",03:21:17,00:09:52,0.898,0.377,0.113,"Level 2",1,J1772,115119,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302551,-120.663490,USD,0.100,"Plug Out at Vehicle",5396,92009,1782891,,,"San Luis Obispo County",142641005445,CT4025-HD-GW
"CALPOLY / LOT H2 EV1",0024:B100:0002:2342,"California Polytechnic State University","2020-02-25 15:59:40",PST,"2020-02-25 18:03:37",PST,"2020-02-25 18:04:39",02:03:57,00:19:55,0.831,0.349,0.104,"Level 2",1,J1772,116199,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302666,-120.663521,USD,0.090,"Plug Out at Vehicle",3356,93405,4302971,,,"San Luis Obispo County",151241001192,CT4025-HD
"CALPOLY / LOT H2 EV3",0024:B100:0002:1280,"California Polytechnic State University","2020-02-25 15:25:38",PST,"2020-02-25 17:52:32",PST,"2020-02-25 17:53:15",02:26:57,02:26:40,16.998,7.139,2.133,"Level 2",2,J1772,115119,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302551,-120.663490,USD,1.870,"Plug Out at Vehicle",5397,93442,20735861,,,"San Luis Obispo County",142641005445,CT4025-HD-GW
"CALPOLY / LOT H2 EV4",0024:B100:0002:1302,"California Polytechnic State University","2020-02-25 16:35:43",PST,"2020-02-25 17:22:43",PST,"2020-02-25 17:24:40",00:47:04,00:46:48,2.955,1.241,0.371,"Level 2",2,J1772,116201,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302479,-120.663467,USD,0.330,"Plug Out at Vehicle",6003,93407,19697591,,,"San Luis Obispo County",142741005561,CT4025-HD
"CALPOLY / GRAND EV2",0024:B100:0002:2010,"California Polytechnic State University","2020-02-25 13:19:24",PST,"2020-02-25 17:16:31",PST,"2020-02-25 17:17:15",03:57:07,03:37:31,11.687,4.908,1.467,"Level 2",1,J1772,119343,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298370,-120.657578,USD,1.290,"Plug Out at Vehicle",5539,93402,4131601,,,"San Luis Obispo County",150541000428,CT4020-HD-GW
"CALPOLY / LOT H2 EV2",0024:B100:0002:12F1,"California Polytechnic State University","2020-02-25 12:51:52",PST,"2020-02-25 16:49:42",PST,"2020-02-25 16:50:27",03:57:49,03:12:38,18.383,7.721,2.307,"Level 2",1,J1772,116197,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302597,-120.663498,USD,2.020,"Plug Out at Vehicle",4546,92336,601291,,,"San Luis Obispo County",142741005544,CT4025-HD
"CALPOLY / GRAND EV1",0024:B100:0002:1EFF,"California Polytechnic State University","2020-02-25 14:20:56",PST,"2020-02-25 16:47:26",PST,"2020-02-25 16:49:00",02:26:30,01:30:01,4.946,2.077,0.621,"Level 2",1,J1772,118615,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298355,-120.657600,USD,0.540,"Plug Out at Vehicle",3368,93402,326513,,,"San Luis Obispo County",150241000125,CT4020-HD
"CALPOLY / LOT H2 EV1",0024:B100:0002:2342,"California Polytechnic State University","2020-02-25 16:39:08",PST,"2020-02-25 16:39:43",PST,"2020-02-25 16:40:32",00:00:35,00:00:00,0.000,0.000,0.000,"Level 2",2,J1772,116199,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302666,-120.663521,USD,0.000,"Plug Out at Vehicle",3357,93405,516687,,,"San Luis Obispo County",151241001192,CT4025-HD
"CALPOLY / GRAND EV1",0024:B100:0002:1EFF,"California Polytechnic State University","2020-02-25 16:30:34",PST,"2020-02-25 16:31:50",PST,"2020-02-25 16:33:09",00:01:17,00:00:24,0.037,0.015,0.005,"Level 2",2,J1772,118615,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298355,-120.657600,USD,0.000,Customer,3369,93443,463181,,,"San Luis Obispo County",150241000125,CT4020-HD
"CALPOLY / GRAND EV1",0024:B100:0002:1EFF,"California Polytechnic State University","2020-02-25 12:33:39",PST,"2020-02-25 16:30:20",PST,"2020-02-25 16:32:12",03:56:45,03:56:27,28.173,11.833,3.536,"Level 2",2,J1772,118615,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298355,-120.657600,USD,3.100,"Plug Out at Vehicle",3367,93443,463181,,,"San Luis Obispo County",150241000125,CT4020-HD
"CALPOLY / LOT H2 EV1",0024:B100:0002:2342,"California Polytechnic State University","2020-02-25 13:29:29",PST,"2020-02-25 16:26:00",PST,"2020-02-25 16:26:40",02:56:31,00:00:00,0.000,0.000,0.000,"Level 2",2,J1772,116199,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302666,-120.663521,USD,0.000,"Plug Out at Vehicle",1582666161,93442,21100071,,,"San Luis Obispo County",151241001192,CT4025-HD
"CALPOLY / LOT H2 EV4",0024:B100:0002:1302,"California Polytechnic State University","2020-02-25 15:57:50",PST,"2020-02-25 16:14:53",PST,"2020-02-25 16:16:39",00:17:02,00:16:42,0.966,0.406,0.121,"Level 2",1,J1772,116201,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302479,-120.663467,USD,0.110,"Plug Out at Vehicle",6002,95148,21298771,,,"San Luis Obispo County",142741005561,CT4025-HD
"CALPOLY / LOT H2 EV4",0024:B100:0002:1302,"California Polytechnic State University","2020-02-25 13:00:14",PST,"2020-02-25 16:09:43",PST,"2020-02-25 16:12:18",03:09:29,03:09:13,20.926,8.789,2.626,"Level 2",2,J1772,116201,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302479,-120.663467,USD,2.300,"Plug Out at Vehicle",6001,93422,406787,,,"San Luis Obispo County",142741005561,CT4025-HD
"CALPOLY / LOT H2 EV1",0024:B100:0002:2342,"California Polytechnic State University","2020-02-25 12:12:32",PST,"2020-02-25 15:52:04",PST,"2020-02-25 15:52:48",03:39:35,02:12:01,14.628,6.144,1.836,"Level 2",1,J1772,116199,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302666,-120.663521,USD,1.610,"Plug Out at Vehicle",3354,93465,4829631,,,"San Luis Obispo County",151241001192,CT4025-HD
"CALPOLY / GRAND EV2",0024:B100:0002:2010,"California Polytechnic State University","2020-02-25 14:55:26",PST,"2020-02-25 15:44:25",PST,"2020-02-25 15:45:09",00:48:59,00:32:53,3.890,1.634,0.488,"Level 2",2,J1772,119343,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298370,-120.657578,USD,0.430,"Plug Out at Vehicle",5540,93401,2349971,,,"San Luis Obispo County",150541000428,CT4020-HD-GW
"CALPOLY / LOT H2 EV4",0024:B100:0002:1302,"California Polytechnic State University","2020-02-25 10:47:53",PST,"2020-02-25 15:37:13",PST,"2020-02-25 15:38:31",04:49:18,01:51:10,5.897,2.477,0.740,"Level 2",1,J1772,116201,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302479,-120.663467,USD,5.580,"Plug Out at Vehicle",1582656467,78732,963551,,,"San Luis Obispo County",142741005561,CT4025-HD
"CALPOLY / LOT H2 EV3",0024:B100:0002:1280,"California Polytechnic State University","2020-02-25 11:09:25",PST,"2020-02-25 15:08:44",PST,"2020-02-25 15:09:51",03:59:19,02:28:58,9.096,3.820,1.142,"Level 2",2,J1772,115119,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302551,-120.663490,USD,1.000,"Plug Out at Vehicle",5393,93405,4302971,,,"San Luis Obispo County",142641005445,CT4025-HD-GW
"CALPOLY / GRAND EV2",0024:B100:0002:2010,"California Polytechnic State University","2020-02-25 11:09:21",PST,"2020-02-25 14:55:02",PST,"2020-02-25 14:56:47",03:45:40,03:38:28,26.063,10.946,3.271,"Level 2",2,J1772,119343,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298370,-120.657578,USD,2.870,"Plug Out at Vehicle",5537,93401,2349971,,,"San Luis Obispo County",150541000428,CT4020-HD-GW
"CALPOLY / LOT H2 EV2",0024:B100:0002:12F1,"California Polytechnic State University","2020-02-25 12:08:19",PST,"2020-02-25 14:53:50",PST,"2020-02-25 14:54:33",02:45:31,01:49:37,5.765,2.421,0.724,"Level 2",2,J1772,116197,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302597,-120.663498,USD,0.630,"Plug Out at Vehicle",4545,93465,321157,,,"San Luis Obispo County",142741005544,CT4025-HD
"CALPOLY / LOT H2 EV3",0024:B100:0002:1280,"California Polytechnic State University","2020-02-25 12:56:47",PST,"2020-02-25 14:44:04",PST,"2020-02-25 14:44:57",01:47:16,01:27:41,10.055,4.223,1.262,"Level 2",1,J1772,115119,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302551,-120.663490,USD,1.110,"Plug Out at Vehicle",5395,92009,1782891,,,"San Luis Obispo County",142641005445,CT4025-HD-GW
"CALPOLY / GRAND EV2",0024:B100:0002:2010,"California Polytechnic State University","2020-02-25 11:14:42",PST,"2020-02-25 13:10:56",PST,"2020-02-25 13:12:21",01:56:14,01:36:04,5.059,2.125,0.635,"Level 2",1,J1772,119343,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298370,-120.657578,USD,0.560,"Plug Out at Vehicle",5538,93420,379067,,,"San Luis Obispo County",150541000428,CT4020-HD-GW
"CALPOLY / LOT H2 EV3",0024:B100:0002:1280,"California Polytechnic State University","2020-02-25 12:16:26",PST,"2020-02-25 12:49:51",PST,"2020-02-25 12:52:35",00:33:23,00:33:15,3.576,1.502,0.449,"Level 2",1,J1772,115119,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302551,-120.663490,USD,0.390,"Plug Out at Vehicle",5394,93422,1248301,,,"San Luis Obispo County",142641005445,CT4025-HD-GW
"CALPOLY / LOT H2 EV1",0024:B100:0002:2342,"California Polytechnic State University","2020-02-25 12:49:38",PST,"2020-02-25 12:50:34",PST,"2020-02-25 12:51:15",00:00:56,00:00:00,0.000,0.000,0.000,"Level 2",2,J1772,116199,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302666,-120.663521,USD,0.000,"Plug Out at Vehicle",3355,92336,601291,,,"San Luis Obispo County",151241001192,CT4025-HD
"CALPOLY / LOT H2 EV4",0024:B100:0002:1302,"California Polytechnic State University","2020-02-25 10:43:00",PST,"2020-02-25 12:21:07",PST,"2020-02-25 12:21:50",01:38:10,01:37:57,10.583,4.445,1.328,"Level 2",2,J1772,116201,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302479,-120.663467,USD,1.160,"Plug Out at Vehicle",6000,93422,377913,,,"San Luis Obispo County",142741005561,CT4025-HD
"CALPOLY / LOT H2 EV1",0024:B100:0002:2342,"California Polytechnic State University","2020-02-25 07:59:56",PST,"2020-02-25 12:14:47",PST,"2020-02-25 12:16:10",04:14:50,00:00:00,0.000,0.000,0.000,"Level 2",2,J1772,116199,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302666,-120.663521,USD,1.480,Customer,3353,93422,1248301,,,"San Luis Obispo County",151241001192,CT4025-HD
"CALPOLY / LOT H2 EV1",0024:B100:0002:2342,"California Polytechnic State University","2020-02-25 10:05:28",PST,"2020-02-25 12:02:16",PST,"2020-02-25 12:04:33",01:56:51,01:45:39,7.200,3.024,0.904,"Level 2",1,J1772,116199,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302666,-120.663521,USD,0.730,"Plug Out at Vehicle",1582653921,93442,21100071,,,"San Luis Obispo County",151241001192,CT4025-HD
"CALPOLY / LOT H2 EV2",0024:B100:0002:12F1,"California Polytechnic State University","2020-02-25 09:18:09",PST,"2020-02-25 11:56:43",PST,"2020-02-25 11:57:28",02:38:34,01:10:24,7.410,3.112,0.930,"Level 2",2,J1772,116197,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302597,-120.663498,USD,0.820,"Plug Out at Vehicle",4544,93422,1853321,,,"San Luis Obispo County",142741005544,CT4025-HD
"CALPOLY / GRAND EV1",0024:B100:0002:1EFF,"California Polytechnic State University","2020-02-25 07:46:33",PST,"2020-02-25 11:40:41",PST,"2020-02-25 11:41:24",03:54:11,03:53:58,14.975,6.289,1.879,"Level 2",2,J1772,118615,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298355,-120.657600,USD,1.650,"Plug Out at Vehicle",1582645588,93446,21102551,,,"San Luis Obispo County",150241000125,CT4020-HD
"CALPOLY / LOT H2 EV2",0024:B100:0002:12F1,"California Polytechnic State University","2020-02-25 07:36:40",PST,"2020-02-25 11:32:19",PST,"2020-02-25 11:33:07",03:55:39,01:55:39,6.867,2.884,0.862,"Level 2",1,J1772,116197,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302597,-120.663498,USD,0.760,"Plug Out at Vehicle",4543,93420,21005971,,,"San Luis Obispo County",142741005544,CT4025-HD
"CALPOLY / LOT H2 EV3",0024:B100:0002:1280,"California Polytechnic State University","2020-02-25 07:31:41",PST,"2020-02-25 11:24:34",PST,"2020-02-25 11:25:14",03:52:53,03:39:39,25.801,10.836,3.238,"Level 2",1,J1772,115119,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302551,-120.663490,USD,2.840,"Plug Out at Vehicle",5392,93446,21010161,,,"San Luis Obispo County",142641005445,CT4025-HD-GW
"CALPOLY / GRAND EV2",0024:B100:0002:2010,"California Polytechnic State University","2020-02-25 07:57:26",PST,"2020-02-25 11:07:42",PST,"2020-02-25 11:08:43",03:10:20,01:56:46,13.321,5.595,1.672,"Level 2",1,J1772,119343,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298370,-120.657578,USD,1.470,"Plug Out at Vehicle",5536,93449,404097,,,"San Luis Obispo County",150541000428,CT4020-HD-GW
"CALPOLY / LOT H2 EV3",0024:B100:0002:1280,"California Polytechnic State University","2020-02-25 07:26:33",PST,"2020-02-25 10:53:01",PST,"2020-02-25 10:54:31",03:26:26,03:26:15,22.858,9.600,2.869,"Level 2",2,J1772,115119,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302551,-120.663490,USD,2.510,"Plug Out at Vehicle",5391,93442,20090241,,,"San Luis Obispo County",142641005445,CT4025-HD-GW
"CALPOLY / LOT H2 EV4",0024:B100:0002:1302,"California Polytechnic State University","2020-02-25 08:57:08",PST,"2020-02-25 10:40:09",PST,"2020-02-25 10:41:02",01:43:00,00:49:08,2.277,0.956,0.286,"Level 2",1,J1772,116201,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302479,-120.663467,USD,0.250,"Plug Out at Vehicle",5999,93401,3575341,,,"San Luis Obispo County",142741005561,CT4025-HD
"CALPOLY / LOT H2 EV4",0024:B100:0002:1302,"California Polytechnic State University","2020-02-25 07:52:50",PST,"2020-02-25 10:30:34",PST,"2020-02-25 10:32:13",02:37:43,01:57:58,6.231,2.617,0.782,"Level 2",2,J1772,116201,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302479,-120.663467,USD,0.690,"Plug Out at Vehicle",5998,93444,2922011,,,"San Luis Obispo County",142741005561,CT4025-HD
"CALPOLY / GRAND EV2",0024:B100:0002:2010,"California Polytechnic State University","2020-02-25 07:46:09",PST,"2020-02-25 10:31:06",PST,"2020-02-25 10:32:12",02:44:56,02:28:17,17.773,7.465,2.231,"Level 2",2,J1772,119343,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298370,-120.657578,USD,1.960,"Plug Out at Vehicle",5535,93444,381265,,,"San Luis Obispo County",150541000428,CT4020-HD-GW
"CALPOLY / GRAND EV1",0024:B100:0002:1EFF,"California Polytechnic State University","2020-02-25 07:06:08",PST,"2020-02-25 09:38:25",PST,"2020-02-25 09:40:16",02:32:16,01:07:15,5.664,2.379,0.711,"Level 2",1,J1772,118615,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298355,-120.657600,USD,0.620,"Plug Out at Vehicle",1582643161,93446,1183311,,,"San Luis Obispo County",150241000125,CT4020-HD
"CALPOLY / LOT H2 EV1",0024:B100:0002:2342,"California Polytechnic State University","2020-02-25 06:50:51",PST,"2020-02-25 09:10:07",PST,"2020-02-25 09:12:12",02:19:19,01:56:33,12.009,5.044,1.507,"Level 2",1,J1772,116199,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302666,-120.663521,USD,1.320,"Plug Out at Vehicle",3352,93422,20519581,,,"San Luis Obispo County",151241001192,CT4025-HD
"CALPOLY / LOT H2 EV2",0024:B100:0002:12F1,"California Polytechnic State University","2020-02-25 07:41:48",PST,"2020-02-25 09:06:54",PST,"2020-02-25 09:08:13",01:25:06,00:21:37,1.002,0.421,0.126,"Level 2",2,J1772,116197,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302597,-120.663498,USD,0.110,"Plug Out at Vehicle",1582645300,94583,2800441,,,"San Luis Obispo County",142741005544,CT4025-HD
"CALPOLY / LOT H2 EV4",0024:B100:0002:1302,"California Polytechnic State University","2020-02-25 07:20:53",PST,"2020-02-25 08:54:38",PST,"2020-02-25 08:56:11",01:33:45,01:33:37,5.971,2.508,0.749,"Level 2",1,J1772,116201,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302479,-120.663467,USD,0.660,"Plug Out at Vehicle",5997,93420,1260731,,,"San Luis Obispo County",142741005561,CT4025-HD
"CALPOLY / LOT H2 EV4",0024:B100:0002:1302,"California Polytechnic State University","2020-02-25 05:51:33",PST,"2020-02-25 07:37:39",PST,"2020-02-25 07:38:24",01:46:05,01:45:54,6.121,2.571,0.768,"Level 2",2,J1772,116201,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302479,-120.663467,USD,0.670,"Plug Out at Vehicle",5996,93437,20753051,,,"San Luis Obispo County",142741005561,CT4025-HD
"CALPOLY / GRAND EV1",0024:B100:0002:1EFF,"California Polytechnic State University","2020-02-25 05:57:30",PST,"2020-02-25 07:00:39",PST,"2020-02-25 07:01:24",01:03:12,01:03:03,7.466,3.136,0.937,"Level 2",2,J1772,118615,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298355,-120.657600,USD,0.820,"Plug Out at Vehicle",1582639041,93405,20901711,,,"San Luis Obispo County",150241000125,CT4020-HD
"CALPOLY / LOT H2 EV4",0024:B100:0002:1302,"California Polytechnic State University","2020-02-25 04:09:33",PST,"2020-02-25 05:43:04",PST,"2020-02-25 05:43:48",01:33:30,01:33:03,4.518,1.898,0.567,"Level 2",2,J1772,116201,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302479,-120.663467,USD,0.500,"Plug Out at Vehicle",5995,93402,710899,,,"San Luis Obispo County",142741005561,CT4025-HD
"CALPOLY / GRAND EV2",0024:B100:0002:2010,"California Polytechnic State University","2020-02-25 02:34:15",PST,"2020-02-25 05:36:56",PST,"2020-02-25 05:38:02",03:02:40,02:19:59,7.892,3.315,0.991,"Level 2",2,J1772,119343,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298370,-120.657578,USD,0.870,"Plug Out at Vehicle",5534,93405,648859,,,"San Luis Obispo County",150541000428,CT4020-HD-GW
"CALPOLY / GRAND EV1",0024:B100:0002:1EFF,"California Polytechnic State University","2020-02-25 00:35:43",PST,"2020-02-25 00:58:42",PST,"2020-02-25 00:59:54",00:22:58,00:22:24,2.466,1.036,0.309,"Level 2",1,J1772,118615,"Tahoe Rd",,"San Luis Obispo",California,93405,"United States",35.298355,-120.657600,USD,0.270,"Plug Out at Vehicle",1582619736,96150,4615001,,,"San Luis Obispo County",150241000125,CT4020-HD
"CALPOLY / LOT H2 EV3",0024:B100:0002:1280,"California Polytechnic State University","2020-02-24 19:37:47",PST,"2020-02-24 22:44:00",PST,"2020-02-24 22:44:42",03:06:12,00:43:43,4.496,1.888,0.564,"Level 2",1,J1772,115119,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302551,-120.663490,USD,0.490,"Plug Out at Vehicle",5390,92009,1782891,,,"San Luis Obispo County",142641005445,CT4025-HD-GW
"CALPOLY / LOT H2 EV3",0024:B100:0002:1280,"California Polytechnic State University","2020-02-24 19:00:01",PST,"2020-02-24 22:18:33",PST,"2020-02-24 22:19:17",03:18:31,03:18:23,23.107,9.705,2.900,"Level 2",2,J1772,115119,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302551,-120.663490,USD,2.540,"Plug Out at Vehicle",5389,93401,1880891,,,"San Luis Obispo County",142641005445,CT4025-HD-GW
"CALPOLY / LOT H2 EV2",0024:B100:0002:12F1,"California Polytechnic State University","2020-02-24 18:28:50",PST,"2020-02-24 21:17:56",PST,"2020-02-24 21:20:07",02:49:05,02:48:53,19.707,8.277,2.473,"Level 2",1,J1772,116197,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302597,-120.663498,USD,2.170,"Plug Out at Vehicle",4542,96753,20381071,,,"San Luis Obispo County",142741005544,CT4025-HD
"CALPOLY / LOT H2 EV4",0024:B100:0002:1302,"California Polytechnic State University","2020-02-24 16:30:29",PST,"2020-02-24 20:22:28",PST,"2020-02-24 20:24:14",03:52:03,03:51:47,26.714,11.220,3.353,"Level 2",1,J1772,116201,"University Dr",,"San Luis Obispo",California,93405,"United States",35.302479,-120.663467,USD,2.940,"Plug Out at Vehicle",5994,93442,20735861,,,"San Luis Obispo County",142741005561,CT4025-HD
